order_id,customer_id,order_date,product_category,quantity,unit_price,discount_pct,total_revenue,payment_method,order_status
52262,1968,2023-12-27,Sports,3,53.04,9.8,143.53,card,completed
52263,4368,2023-07-02,Electronics,3,893.05,8.8,2443.38,card,completed
52264,1002,2024-03-23,Electronics,3,142.28,4.6,407.21,paypal,completed
52265,4988,2022-06-11,Sports,2,14.86,6.2,27.88,card,completed
52266,1445,2024-02-04,Sports,5,175.83,2.7,855.41,bank_transfer,completed
52267,1973,2024-04-11,Electronics,2,548.6,4.7,1045.63,bank_transfer,completed
52268,2857,2024-07-29,Home,2,135.15,4.6,257.87,paypal,completed
52269,3379,2023-05-14,Beauty,1,11.96,2.7,11.64,card,completed
52270,2702,2023-04-08,Home,1,178.83,12.4,156.66,card,completed
52271,2547,2023-09-07,,2,,,124.75,,
52272,5798,2022-06-15,Sports,1,103.43,6.4,96.81,card,completed
52273,4192,2022-03-06,Electronics,2,585.82,1.4,1155.24,card,completed
52274,1140,2022-07-11,Electronics,1,593.93,5.2,563.05,card,completed
52275,3079,2024-04-10,Clothing,4,144.47,11.5,511.42,paypal,returned
52276,5354,2024-02-16,Clothing,6,101.7,4.7,581.52,card,completed
52277,2465,2024-02-12,Sports,1,76.46,6.5,71.49,paypal,completed
52278,1500,2024-09-01,Beauty,4,33.01,9.7,119.23,card,completed
52279,4722,2022-04-25,Electronics,4,455.58,3.9,1751.25,bank_transfer,cancelled
52280,3974,2022-01-20,Clothing,6,46.3,3.5,268.08,paypal,returned
52281,3799,2022-12-17,Clothing,1,62.69,0.7,62.25,card,returned
52282,1304,2022-06-19,Sports,3,170.47,7.0,475.61,paypal,completed
52283,1676,2024-10-20,Beauty,1,78.07,9.8,70.42,paypal,completed
52284,4070,2024-06-07,Beauty,2,58.35,7.0,108.53,bank_transfer,completed
52285,2055,2023-11-10,Home,3,181.1,2.7,528.63,paypal,completed
52286,3473,2022-07-15,Home,3,136.71,2.4,400.29,card,completed
52287,3695,2024-12-17,Beauty,1,59.04,1.4,58.21,card,completed
52288,2377,2022-03-29,Electronics,4,735.14,0.4,2928.8,paypal,cancelled
52289,5729,2023-04-16,Sports,2,150.97,4.5,288.35,bank_transfer,completed
52290,5176,2023-03-09,Home,1,25.1,1.4,24.75,bank_transfer,completed
52291,4566,2024-08-31,Home,2,223.36,9.4,404.73,card,returned
52292,1442,2023-07-10,Sports,4,147.62,26.1,436.36,paypal,completed
52293,1532,2022-04-06,Home,6,43.2,0.6,257.64,card,completed
52294,3428,2022-06-02,Home,3,57.81,17.9,142.39,card,completed
52295,1794,2023-07-29,Sports,1,160.33,8.6,146.54,card,completed
52296,5880,2022-03-09,Electronics,1,525.13,15.7,442.68,paypal,completed
52297,1780,2023-01-03,Clothing,1,125.02,1.3,123.39,paypal,completed
52298,3395,2023-10-07,Beauty,1,20.69,19.0,16.76,card,completed
52299,2728,2022-02-02,Clothing,1,14.28,25.3,10.67,paypal,completed
52300,4171,2023-03-01,Home,1,61.14,19.0,49.52,card,completed
52301,1582,2022-10-23,Home,1,143.97,12.3,126.26,paypal,returned
52302,3079,2024-03-26,Home,4,164.13,0.8,651.27,card,completed
52303,2335,2022-06-07,Sports,2,173.38,2.0,339.82,card,completed
52304,5439,2023-09-05,Clothing,3,110.26,19.5,266.28,card,completed
52305,1242,2022-11-29,Home,1,297.25,2.1,291.01,paypal,cancelled
52306,5560,2023-05-08,Beauty,2,11.68,3.4,22.57,paypal,completed
52307,5134,2024-03-07,Clothing,1,28.22,0.4,28.11,card,completed
52308,2449,2023-11-11,Electronics,2,121.69,7.9,224.15,card,completed
52309,4902,2024-02-26,Sports,2,113.68,6.6,212.35,card,completed
52310,1184,2022-10-14,Beauty,2,27.67,26.1,40.9,paypal,completed
52311,5815,2022-06-10,Home,4,209.83,17.8,689.92,card,completed
52312,3570,2024-10-22,Beauty,5,16.27,5.6,76.79,card,completed
52313,2465,2023-12-10,Electronics,2,137.7,7.5,254.74,paypal,completed
52314,2728,2022-04-20,Clothing,1,74.41,4.3,71.21,card,completed
52315,1386,2022-07-20,Clothing,5,62.62,1.1,309.66,paypal,completed
52316,5946,2024-06-14,Sports,3,168.04,16.2,422.45,card,completed
52317,1236,2023-04-21,Electronics,2,761.91,6.4,1426.3,paypal,completed
52318,4289,2022-06-05,Sports,3,34.95,4.4,100.24,bank_transfer,completed
52319,3129,2023-11-29,Sports,1,164.89,0.6,163.9,card,returned
52320,5734,2024-03-23,,1,,,108.06,,
52321,2201,2023-10-31,Clothing,1,80.49,4.1,77.19,card,completed
52322,3603,2022-03-02,Sports,1,30.71,2.3,30.0,bank_transfer,completed
52323,3357,2023-07-14,Clothing,2,113.54,16.7,189.16,card,cancelled
52324,4469,2024-07-11,Electronics,1,100.68,1.6,99.07,paypal,completed
52325,1391,2024-10-01,Electronics,4,286.03,5.8,1077.76,card,completed
52326,1997,2023-04-13,Sports,2,30.84,12.7,53.85,card,completed
52327,2064,2023-12-30,Electronics,1,501.14,15.1,425.47,paypal,completed
52328,4650,2024-02-08,Beauty,1,59.83,13.7,51.63,paypal,completed
52329,1954,2024-06-03,Electronics,2,807.22,18.2,1320.61,paypal,completed
52330,3806,2023-01-16,Clothing,1,112.73,1.2,111.38,card,completed
52331,2075,2024-02-18,Electronics,3,866.93,22.6,2013.01,paypal,completed
52332,5287,2022-06-25,Home,4,231.86,0.1,926.51,card,completed
52333,5705,2023-08-28,Beauty,2,30.33,2.4,59.2,paypal,completed
52334,3530,2023-05-20,,1,,,114.58,,
52335,2687,2022-05-31,Beauty,3,43.91,23.3,101.04,card,completed
52336,2149,2022-06-18,Sports,1,118.83,4.4,113.6,paypal,completed
52337,1273,2023-07-03,Clothing,1,90.08,3.0,87.38,bank_transfer,completed
52338,2323,2022-11-12,Beauty,2,64.67,1.5,127.4,card,completed
52339,4284,2024-02-18,Beauty,5,12.05,1.4,59.41,card,completed
52340,3621,2022-11-12,Clothing,1,114.53,7.6,105.83,card,completed
52341,5718,2024-03-08,,5,,,278.68,,
52342,2907,2023-10-11,Beauty,1,7.22,7.2,6.7,card,completed
52343,4439,2024-01-09,Home,1,162.88,11.9,143.5,paypal,completed
52344,3409,2022-08-07,Home,3,180.71,7.4,502.01,bank_transfer,completed
52345,3508,2022-07-07,Electronics,1,79.61,14.0,68.46,card,returned
52346,2316,2022-01-11,Beauty,1,48.8,2.5,47.58,bank_transfer,cancelled
52347,3203,2023-09-24,Electronics,1,504.37,0.6,501.34,bank_transfer,completed
52348,3287,2024-06-29,Beauty,1,9.45,10.2,8.49,card,completed
52349,4493,2024-01-08,,1,,,56.24,,
52350,5700,2023-07-07,Sports,3,52.31,5.6,148.14,card,completed
52351,2592,2022-07-29,Electronics,3,725.28,13.7,1877.75,card,completed
52352,1246,2022-09-29,,5,,,1493.97,,
52353,3435,2022-06-28,Electronics,3,456.2,1.8,1343.97,paypal,cancelled
52354,3691,2023-01-19,Clothing,3,134.85,5.1,383.92,paypal,completed
52355,1826,2024-06-01,Home,3,244.75,1.9,720.3,bank_transfer,completed
52356,4732,2024-07-08,Home,4,237.82,5.1,902.76,paypal,returned
52357,5924,2024-11-15,Home,1,60.71,1.3,59.92,bank_transfer,completed
52358,5718,2024-04-15,Sports,1,21.99,1.6,21.64,card,completed
52359,2012,2022-07-31,Clothing,3,94.8,17.2,235.48,card,completed
52360,5355,2022-02-23,Electronics,1,399.08,1.0,395.09,card,returned
52361,4477,2022-07-03,,5,,,4031.28,,
52362,3201,2023-12-26,Home,2,114.62,40.0,137.54,paypal,completed
52363,3656,2022-07-10,Home,1,132.0,6.9,122.89,card,completed
52364,5232,2023-10-27,Beauty,3,49.7,7.1,138.51,card,returned
52365,3345,2024-02-28,Clothing,1,121.49,14.9,103.39,bank_transfer,completed
52366,2784,2022-01-26,Clothing,6,47.55,5.9,268.47,bank_transfer,returned
52367,3429,2023-08-21,Sports,6,189.11,2.0,1111.97,card,completed
52368,3837,2024-04-27,Electronics,3,508.92,4.4,1459.58,card,completed
52369,1954,2024-03-05,Home,1,254.67,11.3,225.89,card,completed
52370,5480,2022-06-23,Clothing,1,83.58,16.5,69.79,card,returned
52371,4396,2023-05-13,Electronics,2,706.18,2.6,1375.64,paypal,completed
52372,4132,2024-12-03,Home,4,29.64,2.4,115.71,paypal,completed
52373,1514,2022-12-14,,1,,,117.98,,
52374,3965,2024-02-19,Home,1,164.32,7.3,152.32,card,completed
52375,1537,2022-12-14,Beauty,1,43.19,2.6,42.07,card,completed
52376,1442,2022-10-12,Beauty,2,14.48,17.9,23.78,bank_transfer,completed
52377,3572,2023-07-05,Home,4,226.34,30.5,629.23,card,completed
52378,2932,2023-09-09,,1,,,14.67,,
52379,3887,2023-07-04,Clothing,1,36.91,28.1,26.54,card,completed
52380,1476,2024-10-06,Home,3,51.02,2.7,148.93,card,completed
52381,3079,2022-10-26,,4,,,19.2,,
52382,1850,2022-05-10,Electronics,4,612.62,9.1,2227.49,bank_transfer,completed
52383,5933,2022-12-09,Sports,3,63.64,2.4,186.34,card,completed
52384,3782,2024-06-09,Beauty,1,17.69,3.1,17.14,paypal,completed
52385,4408,2023-07-20,Home,1,106.18,5.4,100.45,card,completed
52386,2574,2024-05-12,Sports,6,106.32,12.5,558.18,card,returned
52387,1500,2023-09-06,Clothing,6,80.47,16.5,403.15,card,completed
52388,5860,2024-09-18,Clothing,2,61.4,8.0,112.98,paypal,completed
52389,2389,2022-06-07,Clothing,3,79.28,10.2,213.58,bank_transfer,completed
52390,3034,2024-01-10,Clothing,5,69.82,2.5,340.37,card,completed
52391,4249,2023-05-31,Sports,2,166.83,10.8,297.62,card,completed
52392,1141,2023-05-21,Home,1,23.43,7.4,21.7,paypal,completed
52393,5026,2024-10-12,Electronics,3,787.82,2.0,2316.19,card,completed
52394,3636,2023-02-05,Beauty,6,25.72,24.0,117.28,paypal,returned
52395,2351,2024-07-26,Sports,3,147.96,5.8,418.13,card,returned
52396,1359,2022-08-08,Beauty,4,39.42,12.7,137.65,paypal,returned
52397,1800,2022-10-05,Home,2,98.87,6.0,185.88,paypal,completed
52398,5463,2023-09-16,Home,1,190.36,21.6,149.24,card,completed
52399,4408,2022-01-14,Clothing,1,117.63,1.2,116.22,card,returned
52400,2210,2024-03-21,Clothing,6,72.98,6.3,410.29,card,completed
52401,1383,2023-11-12,Home,2,147.96,0.2,295.33,card,cancelled
52402,4428,2024-02-18,Clothing,1,18.23,1.8,17.9,card,completed
52403,3804,2023-11-06,Beauty,5,83.53,2.6,406.79,card,cancelled
52404,2945,2024-06-20,Home,2,256.36,5.1,486.57,bank_transfer,completed
52405,2728,2023-11-17,Home,4,128.42,13.7,443.31,bank_transfer,completed
52406,2076,2024-05-31,Clothing,2,117.08,5.0,222.45,card,completed
52407,4365,2022-10-06,Electronics,1,316.28,6.6,295.41,paypal,cancelled
52408,5841,2023-09-08,Clothing,2,112.25,20.6,178.25,paypal,completed
52409,1859,2023-10-19,Clothing,6,82.33,11.3,438.16,card,completed
52410,3929,2023-02-16,Clothing,1,74.5,0.4,74.2,card,completed
52411,3041,2024-09-08,Beauty,4,9.79,1.6,38.53,card,completed
52412,3160,2023-10-06,Electronics,1,870.6,0.3,867.99,paypal,completed
52413,2229,2022-12-30,Clothing,1,127.23,0.6,126.47,card,returned
52414,5077,2024-03-26,Clothing,1,121.06,3.3,117.07,paypal,completed
52415,3381,2023-10-16,Beauty,4,30.91,10.4,110.78,bank_transfer,completed
52416,3675,2023-08-20,Clothing,2,50.53,2.2,98.84,paypal,completed
52417,2465,2024-10-02,Clothing,2,90.24,4.0,173.26,bank_transfer,completed
52418,1914,2023-05-12,Sports,4,171.23,4.0,657.52,paypal,cancelled
52419,1472,2023-10-30,Electronics,1,844.42,7.1,784.47,card,completed
52420,4509,2024-02-10,Beauty,1,27.85,17.9,22.86,bank_transfer,cancelled
52421,2007,2023-07-29,Sports,1,126.58,32.7,85.19,card,completed
52422,4425,2024-03-15,Beauty,3,66.52,7.4,184.79,bank_transfer,completed
52423,2874,2024-01-18,,2,,,104.46,,
52424,2996,2022-08-22,Electronics,4,396.34,9.2,1439.51,bank_transfer,returned
52425,3275,2023-02-14,Clothing,2,36.24,8.8,66.1,card,completed
52426,2755,2023-01-04,Clothing,1,107.84,5.9,101.48,card,completed
52427,1519,2022-02-25,Electronics,4,784.21,10.7,2801.2,card,completed
52428,2467,2024-08-03,Clothing,1,132.84,5.4,125.67,card,completed
52429,4327,2023-03-06,Clothing,5,103.8,40.0,311.4,paypal,completed
52430,4338,2024-06-16,Beauty,1,34.5,0.4,34.36,card,completed
52431,2389,2023-08-20,Sports,1,136.6,4.7,130.18,paypal,completed
52432,3233,2022-05-22,Electronics,2,784.62,4.0,1506.47,paypal,returned
52433,1992,2024-04-17,Clothing,1,97.61,11.8,86.09,paypal,completed
52434,2055,2024-10-19,Clothing,1,67.79,1.7,66.64,paypal,returned
52435,1140,2022-10-13,Clothing,2,138.76,4.6,264.75,card,completed
52436,5469,2023-09-13,Home,1,253.03,9.6,228.74,card,completed
52437,2055,00/00/00,Clothing,1,133.53,7.4,123.65,card,completed
52438,2105,2023-06-02,Electronics,1,817.7,6.3,766.18,card,completed
52439,2357,2022-11-12,Home,2,127.23,4.6,242.75,card,completed
52440,1578,2024-05-16,Sports,1,173.74,11.2,154.28,bank_transfer,completed
52441,4170,2024-02-12,Clothing,1,89.84,8.3,82.38,card,completed
52442,1421,2022-06-01,Beauty,2,8.23,16.6,13.73,card,completed
52443,1633,2024-07-08,Electronics,3,590.45,10.6,1583.59,paypal,completed
52444,4205,2024-09-08,Electronics,3,450.02,1.2,1333.86,bank_transfer,completed
52445,2639,2024-03-31,,1,,,262.01,,
52446,4498,2024-12-30,Clothing,1,145.84,0.4,145.26,paypal,completed
52447,3750,2024-11-03,Sports,2,23.29,3.9,44.76,card,cancelled
52448,2239,2024-05-06,Clothing,4,142.41,4.2,545.72,card,completed
52449,4260,2022-03-17,Electronics,2,185.37,15.4,313.65,paypal,completed
52450,1532,2024-01-07,Clothing,1,62.77,1.6,61.77,card,cancelled
52451,3635,2022-06-24,Clothing,1,68.4,110.0,62.72,card,completed
52452,3110,2022-08-12,Beauty,5,67.13,1.7,329.94,bank_transfer,completed
52453,2317,2023-05-24,Clothing,3,40.18,23.8,91.85,card,completed
52454,3964,2023-12-29,,1,,,139.16,,
52455,5330,2022-12-07,Beauty,1,68.66,9.9,61.86,paypal,completed
52456,5993,2022-04-01,Electronics,4,721.45,8.3,2646.28,card,completed
52457,3981,2024-03-29,Electronics,1,140.45,2.9,136.38,card,completed
52458,2946,2023-11-11,Electronics,2,454.86,18.5,741.42,bank_transfer,returned
52459,2105,2024-05-31,Clothing,3,142.38,7.9,393.4,paypal,completed
52460,2241,2022-08-05,,1,,,263.62,,
52461,3337,2022-01-22,Clothing,1,30.34,6.0,28.52,card,completed
52462,2755,2022-07-21,Home,1,153.33,17.7,126.19,paypal,returned
52463,5560,2023-06-14,Home,5,280.15,0.5,1393.75,paypal,cancelled
52464,2757,2023-03-31,Beauty,2,46.37,3.9,89.12,paypal,completed
52465,2786,2024-11-11,Home,4,130.37,14.7,444.82,paypal,completed
52466,2845,2024-11-28,Clothing,2,101.03,0.3,201.45,paypal,completed
52467,5159,2023-03-29,Sports,5,188.19,8.2,863.79,bank_transfer,completed
52468,4260,2024-07-01,Clothing,5,16.86,4.1,80.84,paypal,completed
52469,4026,2024-02-06,Clothing,2,31.47,1.8,61.81,card,completed
52470,2617,2024-03-12,Clothing,1,28.58,7.6,26.41,bank_transfer,completed
52471,5051,2024-08-06,Electronics,2,122.52,14.2,210.24,card,completed
52472,1229,2024-10-21,,3,,,198.02,,
52473,5328,2022-11-05,Electronics,2,244.9,1.3,483.43,paypal,returned
52474,3509,2023-12-08,Clothing,4,86.81,2.9,337.17,card,returned
52475,2913,2022-02-20,Clothing,1,55.81,31.9,38.01,paypal,completed
52476,3444,2024-09-15,Electronics,1,394.42,0.9,390.87,card,cancelled
52477,4353,2022-08-03,Electronics,3,850.57,1.4,2515.99,bank_transfer,completed
52478,1070,2023-08-29,Electronics,1,182.3,37.0,114.85,card,completed
52479,5334,2024-05-01,Clothing,2,64.37,17.1,106.73,card,completed
52480,3160,2022-06-25,Home,6,88.26,9.8,477.66,card,completed
52481,2650,2022-08-26,Clothing,2,86.87,1.3,171.48,card,returned
52482,1662,2022-10-18,Electronics,5,675.88,2.2,3305.05,paypal,completed
52483,3121,2023-12-15,Beauty,3,74.43,1.6,219.72,card,completed
52484,3435,2023-10-01,,3,,,301.81,,
52485,2938,2023-12-04,Electronics,2,776.67,4.1,1489.65,card,returned
52486,4403,2024-07-21,Clothing,1,119.9,0.4,119.42,paypal,completed
52487,3025,2023-02-28,Sports,2,42.35,2.8,82.33,card,completed
52488,5776,2024-12-03,Electronics,1,258.6,15.8,217.74,card,completed
52489,3944,2024-09-16,Clothing,6,104.03,12.7,544.91,card,completed
52490,5003,2023-12-15,Electronics,1,878.56,8.2,806.52,paypal,completed
52491,1532,2024-09-02,Sports,1,83.33,0.7,82.75,paypal,completed
52492,2912,2022-07-19,Sports,2,55.96,17.2,92.67,paypal,completed
52493,2624,2024-06-16,Home,2,262.69,6.1,493.33,card,completed
52494,3796,2024-07-15,Clothing,1,37.94,5.5,35.85,paypal,completed
52495,5282,2023-10-16,Clothing,1,107.63,21.8,84.17,card,completed
52496,1442,2022-05-18,Electronics,4,79.1,0.1,316.08,card,completed
52497,1409,2023-09-07,Sports,2,16.54,6.5,30.93,card,cancelled
52498,5238,2022-04-02,Sports,1,97.43,12.5,85.25,card,completed
52499,2061,2022-08-24,Clothing,2,101.91,0.5,202.8,card,completed
52500,4361,2022-02-16,Beauty,1,17.1,3.5,16.5,paypal,completed
52501,3672,2023-12-04,Electronics,1,699.29,30.3,487.41,bank_transfer,completed
52502,5133,2022-08-12,Clothing,5,28.01,1.9,137.39,card,completed
52503,1569,2022-12-03,Beauty,1,50.36,6.1,47.29,card,completed
52504,1595,2023-05-15,Clothing,1,53.15,11.0,47.3,card,completed
52505,3746,2024-11-22,Clothing,6,115.31,4.0,664.19,card,cancelled
52506,5718,2022-12-24,Electronics,3,733.49,4.2,2108.05,bank_transfer,completed
52507,2990,2022-11-24,Home,1,33.83,0.5,33.66,bank_transfer,completed
52508,2585,2023-11-09,Sports,2,49.01,1.7,96.35,card,returned
52509,3979,2024-05-23,Sports,4,179.91,17.0,597.3,card,completed
52510,5641,2024-08-04,Home,1,133.44,13.6,115.29,paypal,returned
52511,5161,2023-04-20,Beauty,2,45.51,2.9,88.38,card,completed
52512,5981,2024-04-09,Clothing,2,33.51,3.8,64.47,paypal,completed
52513,1137,2023-01-13,Sports,2,199.04,4.6,379.77,paypal,cancelled
52514,1532,2023-01-17,Beauty,2,83.45,3.4,161.23,bank_transfer,completed
52515,3989,2024-06-04,Beauty,2,5.16,8.5,9.44,paypal,completed
52516,5060,2024-03-21,Beauty,1,51.8,0.1,51.75,card,completed
52517,2387,2022-03-01,Home,4,263.59,17.0,875.12,card,completed
52518,2172,2023-02-09,Electronics,1,415.94,2.9,403.88,bank_transfer,cancelled
52519,4887,2024-07-09,Electronics,2,421.28,16.5,703.54,card,completed
52520,1315,2024-05-29,Beauty,2,37.23,4.8,70.89,card,completed
52521,2762,2024-03-07,Sports,3,18.38,12.0,48.52,card,completed
52522,3483,2022-01-10,Beauty,2,72.16,14.0,124.12,card,completed
52523,3770,2023-03-16,Clothing,3,73.94,2.9,215.39,card,completed
52524,4593,2023-02-26,Clothing,1,84.34,8.2,77.42,card,completed
52525,2701,2023-07-25,Home,3,87.86,7.5,243.81,bank_transfer,completed
52526,4007,2022-05-09,Home,4,238.46,5.2,904.24,card,completed
52527,3868,2022-07-28,Beauty,4,72.46,5.1,275.06,paypal,completed
52528,3705,2023-01-18,Clothing,2,87.4,2.9,169.73,bank_transfer,completed
52529,4180,2024-01-20,Sports,1,182.16,3.0,176.7,bank_transfer,returned
52530,2255,2023-10-30,Beauty,1,14.84,6.4,13.89,paypal,returned
52531,1468,2023-02-08,Home,1,239.18,0.3,238.46,card,cancelled
52532,1533,2024-07-26,,2,,,821.82,,
52533,2104,2022-08-22,Clothing,1,42.33,8.4,38.77,paypal,completed
52534,3461,00/00/00,Sports,5,37.73,4.7,179.78,bank_transfer,completed
52535,5176,2024-09-29,Electronics,4,305.85,0.5,1217.28,card,completed
52536,4457,2024-12-16,Clothing,1,129.87,8.0,119.48,paypal,cancelled
52537,4900,2023-10-04,Clothing,2,120.26,0.1,240.28,card,completed
52538,2682,2024-03-06,Home,3,198.85,9.1,542.26,card,completed
52539,2946,2024-03-14,Clothing,1,22.64,0.6,22.5,paypal,completed
52540,2890,2022-08-22,Electronics,2,861.6,8.5,1576.73,card,completed
52541,1980,2023-12-14,Sports,2,70.11,4.2,134.33,paypal,completed
52542,1358,2023-12-22,Beauty,1,56.58,8.7,51.66,card,returned
52543,3902,2024-07-26,Electronics,2,732.63,1.2,1447.68,card,completed
52544,5946,2022-12-20,Electronics,6,162.92,1.0,967.74,card,completed
52545,1815,2023-09-02,Sports,1,134.95,2.3,131.85,card,completed
52546,1262,2022-06-23,Electronics,2,77.44,4.2,148.38,paypal,returned
52547,4846,2022-10-02,Beauty,1,13.64,2.3,13.33,card,completed
52548,2224,2023-10-04,Clothing,4,111.23,0.7,441.81,bank_transfer,completed
52549,5112,2022-08-30,Sports,4,41.99,3.1,162.75,card,completed
52550,4476,2023-05-04,Home,1,141.39,9.8,127.53,paypal,returned
52551,5718,2023-09-18,Beauty,4,26.1,7.0,97.09,card,completed
52552,2955,2022-08-28,Electronics,1,408.04,26.4,300.32,card,completed
52553,4313,2023-01-10,Sports,1,27.43,4.6,26.17,card,cancelled
52554,3245,2024-02-04,Clothing,3,115.68,3.2,335.93,card,completed
52555,4116,2022-10-17,Sports,1,27.77,9.5,25.13,card,cancelled
52556,3174,2024-11-12,Clothing,2,127.3,4.2,243.91,card,completed
52557,1950,2024-03-06,Beauty,3,61.31,7.7,169.77,paypal,completed
52558,3487,2024-05-06,Electronics,1,404.09,23.4,309.53,bank_transfer,completed
52559,3577,2022-10-10,Home,1,261.94,5.5,247.53,card,completed
52560,5031,2024-02-25,Clothing,2,36.05,5.5,68.13,paypal,completed
52561,4642,2024-05-16,Clothing,1,47.03,11.9,41.43,card,completed
52562,4327,2023-01-16,Electronics,1,166.55,11.3,147.73,paypal,completed
52563,1532,2024-09-23,Electronics,1,374.32,5.8,352.61,paypal,returned
52564,4545,2022-12-21,Electronics,4,888.71,0.5,3537.07,card,completed
52565,3461,2022-12-08,Clothing,5,32.53,31.6,111.25,paypal,completed
52566,5463,2024-09-29,Sports,1,168.38,3.8,161.98,card,completed
52567,5586,2023-08-15,Clothing,1,101.25,3.0,98.21,paypal,completed
52568,1309,2022-10-15,Home,3,19.5,31.9,39.84,card,completed
52569,5060,2023-01-19,Electronics,5,853.15,16.5,3561.9,paypal,completed
52570,1227,2023-10-07,Beauty,1,87.53,3.2,84.73,card,completed
52571,2755,2024-07-12,Clothing,4,139.48,2.9,541.74,card,completed
52572,3668,2022-04-20,Sports,2,106.82,10.2,191.85,paypal,completed
52573,1717,2024-01-06,Home,5,77.8,3.3,376.16,paypal,completed
52574,4653,2022-01-20,Clothing,1,64.77,2.3,63.28,card,completed
52575,1051,2024-09-19,Home,6,190.03,31.2,784.44,card,cancelled
52576,1829,2022-10-07,Electronics,2,372.0,6.7,694.15,card,cancelled
52577,3842,2023-02-04,Beauty,5,65.18,11.5,288.42,card,completed
52578,4511,2024-02-26,Electronics,2,726.23,10.0,1307.21,card,completed
52579,5573,2024-11-01,Clothing,2,39.31,11.3,69.74,paypal,completed
52580,4484,2024-10-10,Electronics,4,394.19,18.7,1281.91,card,completed
52581,4386,2024-04-17,Home,3,287.95,5.6,815.47,card,completed
52582,2890,2024-10-04,Clothing,2,44.96,11.2,79.85,paypal,completed
52583,1008,2024-05-01,,2,,,198.57,,
52584,1535,2024-06-28,Clothing,3,14.98,23.4,34.42,paypal,completed
52585,3624,2024-09-27,Electronics,5,332.5,10.0,1496.25,card,completed
52586,4396,2022-12-09,Home,1,120.71,17.9,99.1,paypal,completed
52587,3006,2022-06-19,Home,2,43.44,0.8,86.18,card,completed
52588,4610,2022-03-05,Sports,4,13.26,1.1,52.46,card,completed
52589,3537,2023-03-28,Beauty,3,53.9,1.4,159.44,card,completed
52590,1413,2023-08-22,Home,4,100.93,1.3,398.47,card,completed
52591,1981,2022-03-08,Home,4,20.07,0.7,79.72,card,completed
52592,5176,2023-07-17,Electronics,3,780.94,1.0,2319.39,card,completed
52593,4574,2023-04-06,Electronics,3,546.74,40.0,984.13,paypal,completed
52594,5463,2023-08-15,Electronics,6,195.48,2.5,1143.56,card,completed
52595,1533,2022-12-11,Clothing,4,131.12,5.2,497.21,card,completed
52596,5949,2024-07-25,Clothing,4,45.49,13.8,156.85,paypal,completed
52597,2055,2024-10-11,Sports,1,55.52,1.0,54.96,card,returned
52598,1070,2024-11-12,Clothing,1,135.24,3.1,131.05,paypal,cancelled
52599,5989,2022-08-20,Home,2,66.14,1.4,130.43,card,completed
52600,2368,2022-08-22,Beauty,3,79.7,0.5,237.9,card,completed
52601,4357,2023-07-03,Electronics,1,732.52,25.9,542.8,paypal,completed
52602,1869,2024-01-22,Electronics,1,313.3,15.6,264.43,bank_transfer,completed
52603,3837,2022-03-27,Beauty,1,7.91,16.9,6.57,paypal,completed
52604,5510,2024-06-22,Beauty,3,12.01,16.2,30.19,card,completed
52605,2545,2023-03-24,Sports,4,33.47,1.3,132.14,paypal,completed
52606,4372,2024-05-20,Clothing,5,134.7,12.3,590.66,card,completed
52607,1948,2022-07-29,Sports,1,88.54,10.4,79.33,paypal,completed
52608,4080,2023-05-22,Clothing,1,14.54,20.8,11.52,paypal,completed
52609,2624,2023-09-02,Beauty,2,52.3,2.0,102.51,bank_transfer,completed
52610,2055,2022-03-08,Beauty,1,22.67,4.3,21.7,card,completed
52611,2495,2024-07-10,Electronics,3,249.85,2.8,728.56,card,completed
52612,1890,2023-06-23,Electronics,1,186.71,2.4,182.23,card,completed
52613,5490,2023-12-15,Electronics,1,697.71,8.5,638.4,paypal,returned
52614,2912,2022-06-28,Clothing,2,10.08,1.4,19.88,paypal,completed
52615,2198,2024-06-18,Home,1,140.1,5.0,133.1,card,completed
52616,3166,2022-08-29,,1,,,113.55,,
52617,2545,2023-05-01,Beauty,2,51.94,1.1,102.74,paypal,completed
52618,4650,2023-03-06,Clothing,1,58.43,2.4,57.03,paypal,completed
52619,5842,2023-12-20,Home,2,23.07,27.4,33.5,card,completed
52620,3110,2024-05-26,Home,1,146.37,12.7,127.78,bank_transfer,completed
52621,5282,2022-12-06,Home,2,177.61,9.0,323.25,card,completed
52622,3790,2022-10-13,Clothing,6,44.66,15.5,226.43,bank_transfer,returned
52623,1770,2023-02-28,Clothing,2,117.16,0.1,234.09,card,cancelled
52624,4428,2023-02-28,Home,2,120.74,0.0,241.48,card,completed
52625,3512,2022-05-02,Electronics,5,686.93,1.3,3390.0,card,completed
52626,4259,2023-12-20,Clothing,1,91.05,5.5,86.04,paypal,completed
52627,5444,2024-12-26,Electronics,1,788.86,6.8,735.22,card,completed
52628,3123,2023-07-30,Beauty,1,51.48,1.0,50.97,card,completed
52629,5483,2022-12-11,Beauty,2,20.77,0.6,41.29,bank_transfer,completed
52630,4692,2023-10-25,,2,,,128.7,,
52631,3409,2023-08-23,Clothing,1,119.61,5.0,113.63,card,completed
52632,3964,2023-08-16,,4,,,2135.13,,
52633,2578,2023-07-02,Sports,1,30.49,2.1,29.85,card,completed
52634,5919,2024-11-19,Clothing,5,92.76,8.3,425.3,paypal,completed
52635,4352,2022-07-15,Clothing,5,78.82,13.1,342.47,card,completed
