session_id,customer_id,session_date,session_duration_min,pages_viewed,funnel_stage_reached,utm_source
93960,2087,2023-05-31 13:35:00,4.89,5.0,product_viewed,social
93961,3396,2022-05-25 16:47:00,4.12,2.0,visited,paid_search
93962,1136,2023-04-12 18:33:00,20.14,9.0,purchased,paid_search
93963,4459,2023-06-14 07:11:00,10.91,8.0,cart_added,social
93964,3592,2024-04-14 10:32:00,5.91,4.0,product_viewed,email
93965,5535,2024-03-05 09:30:00,,,,
93966,1796,2024-07-12 19:10:00,7.37,5.0,product_viewed,email
93967,4996,2024-04-08 17:00:00,17.5,8.0,purchased,paid_search
93968,4918,2024-06-05 13:16:00,15.22,7.0,cart_added,paid_search
93969,1565,2023-10-10 19:28:00,2.16,2.0,visited,paid_search
93970,2915,2022-02-04 18:25:00,16.09,9.0,purchased,paid_search
93971,1838,2024-03-08 21:30:00,0.78,1.0,visited,paid_search
93972,2267,2022-08-31 06:27:00,7.95,2.0,product_viewed,paid_search
93973,2281,2024-12-31 14:24:00,9.56,10.0,cart_added,social
93974,3759,2022-01-13 17:58:00,0.7,2.0,visited,social
93975,2976,2022-05-10 09:24:00,13.92,7.0,purchased,referral
93976,5802,2022-04-04 11:45:00,4.1,1.0,visited,organic
93977,1565,2022-05-29 13:02:00,5.14,4.0,product_viewed,paid_search
93978,5945,2024-01-03 19:34:00,0.5,2.0,visited,email
93979,2159,2024-10-26 14:08:00,17.37,10.0,checkout,email
93980,4847,2022-08-06 14:34:00,,,,
93981,2631,2023-08-17 13:34:00,2.38,2.0,visited,email
93982,1651,2023-09-10 09:31:00,0.93,2.0,visited,organic
93983,5288,2022-06-27 21:19:00,5.61,4.0,product_viewed,social
93984,2523,2023-07-31 11:20:00,5.54,2.0,product_viewed,paid_search
93985,4349,2024-06-15 15:45:00,2.15,1.0,visited,paid_search
93986,3838,2024-02-21 08:44:00,3.5,3.0,visited,organic
93987,3282,2024-03-20 13:52:00,0.9,2.0,visited,paid_search
93988,3434,2022-03-05 20:32:00,10.95,9.0,cart_added,organic
93989,4680,2024-08-28 23:28:00,0.92,1.0,visited,paid_search
93990,1518,2022-11-17 12:05:00,3.7,2.0,product_viewed,email
93991,4434,2024-12-28 08:46:00,0.83,3.0,visited,paid_search
93992,5512,2023-03-27 11:42:00,21.41,8.0,checkout,paid_search
93993,1384,2022-10-07 11:08:00,3.26,2.0,visited,email
93994,1616,2024-03-11 17:03:00,15.0,10.0,cart_added,referral
93995,4616,2023-08-28 14:40:00,6.62,10.0,cart_added,organic
93996,3076,2022-10-23 18:30:00,16.71,11.0,purchased,email
93997,2933,2023-09-03 17:20:00,12.83,9.0,cart_added,social
93998,1601,2024-02-04 10:13:00,5.33,6.0,product_viewed,organic
93999,3507,2022-01-23 19:04:00,2.49,1.0,visited,email
94000,1565,2022-10-17 20:43:00,0.59,2.0,visited,paid_search
94001,3316,2022-09-10 16:53:00,9.03,13.0,checkout,organic
94002,4847,2022-03-27 21:52:00,8.26,4.0,product_viewed,referral
94003,2281,2022-01-11 19:13:00,15.8,8.0,cart_added,social
94004,3335,2024-03-18 16:45:00,4.58,4.0,product_viewed,organic
94005,1299,2022-06-24 21:58:00,16.13,6.0,checkout,social
94006,4541,2023-09-17 16:24:00,11.15,5.0,cart_added,organic
94007,5234,2023-03-07 14:35:00,2.7,2.0,visited,referral
94008,2992,2023-12-06 12:23:00,6.48,5.0,cart_added,organic
94009,4847,2023-03-10 20:38:00,3.79,2.0,visited,referral
94010,1269,2024-04-25 07:12:00,10.09,9.0,cart_added,paid_search
94011,1565,2024-11-15 14:06:00,22.17,9.0,purchased,paid_search
94012,2059,2022-10-19 15:23:00,14.34,13.0,purchased,paid_search
94013,2930,2022-11-26 15:49:00,2.64,1.0,visited,organic
94014,5250,2023-01-12 17:48:00,0.5,1.0,visited,referral
94015,2675,2023-03-29 14:45:00,6.15,6.0,cart_added,email
94016,4311,2023-06-02 10:08:00,9.78,5.0,cart_added,social
94017,4589,2023-02-02 20:25:00,3.41,1.0,visited,organic
94018,3937,2022-08-23 17:08:00,15.15,4.0,cart_added,email
94019,2721,2023-01-07 20:06:00,1.86,3.0,visited,organic
94020,3882,2022-04-22 10:42:00,4.38,5.0,product_viewed,email
94021,2646,2024-08-02 16:41:00,16.28,11.0,checkout,email
94022,1508,2022-05-30 18:02:00,3.7,4.0,product_viewed,email
94023,1299,2023-08-19 12:30:00,2.17,3.0,visited,social
94024,1565,2022-05-18 19:53:00,22.25,14.0,purchased,paid_search
94025,1464,2023-05-29 00:18:00,2.96,5.0,product_viewed,social
94026,5423,2022-07-21 16:45:00,8.22,2.0,product_viewed,social
94027,2497,2023-02-09 16:57:00,1.77,3.0,visited,social
94028,4280,2024-09-24 15:05:00,2.7,1.0,visited,email
94029,2549,2023-11-09 16:16:00,1.38,1.0,visited,organic
94030,2853,2024-01-02 08:50:00,7.41,4.0,cart_added,email
94031,2281,2022-09-20 17:16:00,9.01,5.0,cart_added,social
94032,2652,2023-04-26 11:14:00,5.96,2.0,product_viewed,paid_search
94033,2967,2022-07-24 13:00:00,16.85,12.0,checkout,organic
94034,4628,2023-08-07 11:40:00,29.23,8.0,purchased,email
94035,3537,2022-05-23 14:52:00,2.16,3.0,product_viewed,social
94036,5792,2023-02-01 16:07:00,6.72,6.0,product_viewed,referral
94037,1273,2023-10-13 19:00:00,6.54,10.0,cart_added,email
94038,3474,2024-09-22 14:51:00,9.23,3.0,product_viewed,social
94039,3932,2024-07-11 11:24:00,0.78,1.0,visited,social
94040,5672,2023-11-04 14:05:00,13.52,5.0,cart_added,email
94041,1310,2023-09-19 17:17:00,8.03,4.0,cart_added,organic
94042,3879,2022-11-09 11:59:00,15.56,15.0,purchased,social
94043,5278,2024-01-17 13:18:00,6.16,5.0,product_viewed,paid_search
94044,2191,2023-10-10 15:22:00,9.93,7.0,cart_added,organic
94045,5400,2024-05-27 10:09:00,8.5,7.0,cart_added,organic
94046,1131,2022-12-12 09:37:00,2.08,3.0,visited,paid_search
94047,4681,2022-01-10 08:50:00,-2.38,10.0,cart_added,email
94048,5707,2023-10-04 11:55:00,6.79,5.0,product_viewed,email
94049,4331,2023-05-20 05:38:00,0.5,2.0,visited,social
94050,3086,2023-03-30 15:24:00,5.59,6.0,cart_added,paid_search
94051,1283,2024-06-12 08:59:00,3.28,3.0,visited,paid_search
94052,5672,2023-07-21 12:19:00,7.38,3.0,product_viewed,email
94053,3279,2024-01-07 10:22:00,3.01,1.0,visited,social
94054,1197,2022-10-03 16:45:00,0.5,3.0,visited,social
94055,4572,2023-11-11 20:29:00,2.01,3.0,visited,paid_search
94056,3350,2024-09-09 16:19:00,3.09,5.0,product_viewed,organic
94057,1565,2024-08-05 15:17:00,1.26,6.0,product_viewed,paid_search
94058,2113,2024-07-01 17:59:00,1.62,1.0,visited,organic
94059,1417,2024-01-05 03:13:00,0.55,2.0,visited,organic
94060,3880,2023-09-18 07:13:00,20.95,9.0,checkout,organic
94061,4106,2024-09-24 06:04:00,16.98,6.0,checkout,paid_search
94062,3498,2022-08-11 07:38:00,3.04,2.0,product_viewed,email
94063,5080,2022-12-26 10:50:00,5.55,4.0,product_viewed,organic
94064,5325,2022-06-17 15:39:00,3.28,6.0,product_viewed,email
94065,4071,2023-07-29 07:54:00,1.07,2.0,visited,social
94066,1076,2022-10-14 21:30:00,17.13,10.0,purchased,social
94067,4575,2023-02-07 20:06:00,10.16,4.0,cart_added,email
94068,3009,2023-06-24 22:51:00,2.56,3.0,visited,organic
94069,3825,2022-06-06 04:07:00,2.24,3.0,visited,paid_search
94070,4267,2022-06-04 20:43:00,7.43,5.0,product_viewed,paid_search
94071,2686,2022-02-08 19:54:00,1.95,2.0,visited,email
94072,5654,2024-11-04 20:23:00,4.81,5.0,product_viewed,email
94073,1574,2022-03-05 14:14:00,7.47,10.0,cart_added,social
94074,4463,2024-04-09 19:14:00,1.96,2.0,visited,social
94075,1038,2023-03-12 05:52:00,9.19,10.0,cart_added,organic
94076,5682,2022-03-17 06:15:00,16.57,13.0,purchased,organic
94077,1565,2023-06-18 07:56:00,2.81,1.0,visited,paid_search
94078,1544,2024-08-24 21:17:00,0.5,3.0,visited,social
94079,2571,2022-11-01 05:50:00,16.83,13.0,purchased,social
94080,2793,2024-01-20 07:37:00,1.31,1.0,visited,paid_search
94081,2114,2024-03-14 21:59:00,,,,
94082,3935,2023-04-03 07:28:00,17.43,8.0,checkout,social
94083,3126,2023-08-19 20:10:00,0.5,3.0,visited,social
94084,1239,2022-10-02 19:39:00,2.93,3.0,visited,social
94085,2547,2024-08-09 04:27:00,0.5,2.0,visited,email
94086,5025,2024-10-23 02:53:00,12.37,10.0,checkout,social
94087,4570,2024-11-11 15:39:00,6.79,10.0,cart_added,email
94088,4629,2022-07-05 23:29:00,4.25,6.0,product_viewed,email
94089,4583,2024-03-23 20:01:00,4.93,6.0,product_viewed,paid_search
94090,2535,2024-01-16 11:05:00,1.16,1.0,visited,paid_search
94091,1557,2024-10-25 12:01:00,18.68,6.0,checkout,organic
94092,2335,2022-01-22 12:48:00,10.6,6.0,cart_added,referral
94093,5156,2023-05-05 18:02:00,1.09,3.0,visited,organic
94094,5968,2022-12-06 11:47:00,16.18,14.0,purchased,social
94095,3409,2024-11-18 08:13:00,18.37,8.0,purchased,referral
94096,1060,2022-10-15 18:50:00,11.64,7.0,cart_added,paid_search
94097,1616,2024-07-02 13:40:00,22.01,11.0,purchased,referral
94098,2547,2022-11-23 06:19:00,2.16,3.0,visited,email
94099,3893,2023-01-02 19:14:00,9.18,6.0,cart_added,email
94100,1475,2022-10-27 15:18:00,1.42,2.0,visited,paid_search
94101,5792,2024-09-17 14:19:00,7.95,10.0,cart_added,referral
94102,2758,2024-01-05 17:38:00,13.86,11.0,checkout,paid_search
94103,5624,2022-03-24 14:38:00,5.0,6.0,product_viewed,social
94104,4847,2023-03-25 17:31:00,7.38,10.0,cart_added,referral
94105,4786,2024-09-25 20:23:00,2.2,2.0,visited,organic
94106,4012,2023-04-20 16:47:00,2.1,4.0,product_viewed,organic
94107,4126,2022-05-09 17:45:00,0.5,2.0,visited,social
94108,4205,2023-06-26 16:34:00,2.76,2.0,visited,social
94109,4138,2024-01-27 15:44:00,6.72,5.0,product_viewed,social
94110,3728,2023-04-25 08:22:00,3.63,5.0,product_viewed,organic
94111,5994,2022-03-29 11:52:00,0.5,3.0,visited,social
94112,4681,2023-02-28 17:35:00,4.84,2.0,product_viewed,email
94113,4847,2024-11-26 13:45:00,6.27,5.0,cart_added,referral
94114,5398,2024-01-10 12:26:00,4.76,5.0,product_viewed,organic
94115,2121,2024-03-05 18:40:00,3.54,1.0,visited,email
94116,1508,2024-08-19 00:04:00,8.66,6.0,cart_added,email
94117,3355,2024-07-20 17:46:00,14.58,5.0,cart_added,social
94118,3556,2022-04-06 14:33:00,9.49,6.0,cart_added,referral
94119,5138,2022-03-23 12:33:00,14.48,8.0,checkout,paid_search
94120,3129,2023-10-26 11:32:00,4.67,5.0,product_viewed,email
94121,3863,2022-07-31 08:05:00,22.0,15.0,purchased,referral
94122,3611,2024-12-03 11:53:00,18.89,18.0,purchased,email
94123,1262,2023-07-15 12:59:00,12.17,8.0,cart_added,referral
94124,4069,2023-06-24 13:30:00,8.65,3.0,product_viewed,organic
94125,5138,2022-12-23 17:32:00,0.5,3.0,visited,paid_search
94126,1750,2024-02-11 13:25:00,14.15,10.0,cart_added,social
94127,3952,2024-02-15 19:03:00,1.37,1.0,visited,social
94128,3950,2024-01-19 16:45:00,1.91,3.0,visited,referral
94129,1796,2022-06-09 09:59:00,16.68,13.0,checkout,email
94130,1565,2024-11-24 10:51:00,9.86,3.0,product_viewed,paid_search
94131,5968,2023-05-31 06:56:00,2.25,1.0,visited,social
94132,2871,2024-02-10 21:08:00,16.01,9.0,purchased,email
94133,2144,2023-04-02 20:07:00,10.8,10.0,cart_added,social
94134,1847,2024-11-23 06:23:00,7.56,5.0,product_viewed,organic
94135,4423,2024-04-11 15:36:00,3.44,2.0,visited,email
94136,4026,2023-12-24 22:37:00,9.4,7.0,cart_added,paid_search
94137,4241,2023-12-08 18:09:00,9.2,6.0,cart_added,paid_search
94138,1521,2024-09-24 14:31:00,6.48,6.0,cart_added,social
94139,5495,2024-09-14 10:38:00,0.5,3.0,visited,social
94140,2851,2022-01-14 10:16:00,7.48,8.0,cart_added,organic
94141,2547,2024-10-24 18:13:00,,,,
94142,3232,2022-10-12 19:29:00,20.28,8.0,checkout,organic
94143,2851,2024-06-19 14:27:00,3.33,5.0,product_viewed,organic
94144,5342,2022-12-06 07:58:00,,,,
94145,5698,2023-04-17 21:14:00,0.5,3.0,visited,paid_search
94146,2507,2022-06-07 19:32:00,12.52,10.0,cart_added,social
94147,5344,2024-11-19 08:08:00,10.56,10.0,cart_added,email
94148,4847,2023-07-30 05:31:00,2.89,2.0,visited,referral
94149,5698,2023-03-10 15:57:00,7.13,5.0,product_viewed,paid_search
94150,2218,2022-11-04 10:18:00,,,,
94151,3882,2023-01-18 10:37:00,2.96,2.0,visited,email
94152,2353,2022-11-19 06:55:00,2.64,2.0,visited,paid_search
94153,5127,2024-01-12 22:02:00,20.32,10.0,checkout,social
94154,1039,2022-08-31 19:58:00,6.86,9.0,cart_added,social
94155,3817,2023-04-17 07:13:00,30.82,7.0,purchased,paid_search
94156,2632,2024-04-29 20:13:00,13.4,9.0,checkout,paid_search
94157,2547,2023-11-08 17:07:00,8.59,2.0,product_viewed,email
94158,4245,2022-08-21 11:10:00,7.11,2.0,product_viewed,social
94159,5270,2024-09-13 20:10:00,8.86,8.0,checkout,referral
94160,4026,2024-09-07 16:11:00,0.5,3.0,visited,paid_search
94161,5278,2024-09-08 20:14:00,0.5,1.0,visited,paid_search
94162,2292,2023-03-08 13:55:00,5.62,4.0,product_viewed,organic
94163,3582,2022-11-27 14:38:00,4.47,1.0,visited,email
94164,3165,2024-04-21 10:20:00,3.98,2.0,visited,paid_search
94165,1075,2022-02-15 12:16:00,2.61,2.0,visited,social
94166,3762,2023-05-15 15:35:00,1.04,2.0,visited,organic
94167,4369,2022-03-30 21:02:00,6.77,6.0,product_viewed,organic
94168,3945,2022-09-19 16:59:00,10.12,6.0,cart_added,email
94169,4692,2022-11-26 08:56:00,2.02,4.0,product_viewed,paid_search
94170,3864,2022-10-03 00:28:00,2.52,1.0,visited,social
94171,1428,2024-11-15 20:00:00,2.56,6.0,product_viewed,email
94172,1565,2022-03-22 12:18:00,1.51,3.0,visited,paid_search
94173,3955,2022-10-28 11:28:00,7.0,5.0,cart_added,referral
94174,2353,2022-04-25 19:13:00,15.19,5.0,cart_added,paid_search
94175,1495,2022-12-07 21:43:00,0.5,1.0,visited,paid_search
94176,3059,2023-06-13 18:07:00,3.55,1.0,visited,social
94177,3733,2023-01-04 08:19:00,9.47,4.0,product_viewed,organic
94178,2547,2024-11-24 12:46:00,2.76,2.0,visited,email
94179,4628,2024-04-10 18:56:00,,,,
94180,4242,2022-02-08 21:47:00,1.28,1.0,visited,paid_search
94181,2569,2023-08-04 23:56:00,1.59,1.0,visited,social
94182,4784,2022-06-25 14:57:00,,,,
94183,4262,2023-03-20 19:33:00,22.37,12.0,checkout,paid_search
94184,4201,2024-07-08 04:13:00,5.96,5.0,product_viewed,social
94185,3726,2024-08-23 10:51:00,13.6,8.0,cart_added,paid_search
94186,1075,2024-09-13 12:25:00,1.83,1.0,visited,social
94187,4583,2022-12-16 22:35:00,1.35,1.0,visited,paid_search
94188,2811,2023-03-26 00:29:00,1.32,3.0,visited,social
94189,5787,2024-04-21 11:19:00,7.25,6.0,product_viewed,email
94190,5090,2022-10-20 21:29:00,20.72,12.0,checkout,organic
94191,3938,2023-01-08 11:30:00,1.88,2.0,visited,social
94192,2251,2024-11-12 09:46:00,0.5,2.0,visited,email
94193,2061,2023-06-26 18:54:00,17.56,11.0,checkout,email
94194,2637,2022-12-10 18:31:00,4.53,4.0,product_viewed,paid_search
94195,3316,2023-12-03 14:16:00,10.13,8.0,cart_added,organic
94196,2454,2024-07-17 21:00:00,5.72,3.0,product_viewed,social
94197,3558,2022-05-21 09:29:00,2.98,3.0,visited,organic
94198,1803,2023-04-16 21:01:00,6.23,4.0,cart_added,social
94199,5968,2024-02-14 18:14:00,2.85,3.0,product_viewed,social
94200,1565,invalid_date,0.5,3.0,visited,paid_search
94201,5704,2022-09-28 19:24:00,10.67,14.0,checkout,social
94202,5637,2022-08-11 07:26:00,0.5,1.0,visited,paid_search
94203,3603,2022-02-03 07:55:00,4.2,2.0,product_viewed,social
94204,4629,2023-02-19 21:48:00,1.98,1.0,visited,email
94205,3062,2024-12-06 06:22:00,3.91,1.0,visited,paid_search
94206,4145,2024-10-29 00:25:00,0.59,3.0,visited,organic
94207,2638,2024-05-09 12:00:00,,,,
94208,2489,2022-11-03 07:00:00,6.94,5.0,product_viewed,paid_search
94209,3889,2022-07-17 20:43:00,2.64,1.0,visited,email
94210,3437,2022-12-30 21:28:00,19.29,7.0,checkout,paid_search
94211,3903,2024-09-01 14:24:00,1.39,2.0,visited,organic
94212,2412,2022-03-21 13:45:00,7.17,9.0,cart_added,organic
94213,2758,2024-12-24 15:08:00,1.76,2.0,visited,paid_search
94214,1508,2024-10-27 09:10:00,0.5,2.0,visited,email
94215,1338,2022-08-29 10:54:00,1.99,1.0,visited,social
94216,2257,2022-07-10 07:35:00,17.02,7.0,checkout,organic
94217,1470,2024-09-14 13:54:00,0.5,2.0,visited,referral
94218,1565,2022-09-24 16:09:00,0.79,1.0,visited,paid_search
94219,5045,2022-01-03 21:07:00,2.12,1.0,visited,paid_search
94220,1266,2024-06-02 18:55:00,7.87,2.0,product_viewed,social
94221,4350,2024-12-05 18:11:00,21.78,12.0,purchased,organic
94222,2335,2024-05-11 11:50:00,6.4,6.0,product_viewed,referral
94223,5395,2024-01-29 20:43:00,3.78,2.0,product_viewed,referral
94224,3363,2022-03-30 21:41:00,9.33,5.0,product_viewed,organic
94225,2508,2024-12-21 21:34:00,22.64,9.0,purchased,paid_search
94226,3563,2024-05-28 04:08:00,10.88,5.0,cart_added,organic
94227,2823,2023-04-15 16:07:00,1.6,1.0,visited,social
94228,3811,2024-09-14 16:37:00,0.5,2.0,visited,organic
94229,1565,2024-02-20 10:53:00,1.75,3.0,product_viewed,paid_search
94230,3903,2023-12-19 23:59:00,,,,
94231,3040,2022-07-20 10:13:00,3.45,2.0,visited,organic
94232,2682,2024-05-21 09:54:00,7.45,5.0,cart_added,referral
94233,4589,2022-10-02 14:54:00,6.74,6.0,product_viewed,organic
94234,2750,2023-06-06 11:32:00,6.86,2.0,product_viewed,organic
94235,5167,2024-09-04 21:26:00,6.63,2.0,product_viewed,organic
94236,3190,2023-04-22 13:55:00,,,,
94237,4624,2022-06-21 12:34:00,2.09,3.0,visited,email
94238,1565,2023-08-04 16:10:00,13.49,7.0,cart_added,paid_search
94239,5252,2024-04-16 06:30:00,4.02,3.0,visited,organic
94240,4692,2023-06-12 18:35:00,3.75,2.0,visited,paid_search
94241,2089,2023-01-23 18:50:00,19.87,12.0,purchased,referral
94242,1670,2022-01-12 14:16:00,,,,
94243,2547,2022-01-15 22:48:00,5.84,6.0,product_viewed,email
94244,5956,2024-12-06 15:28:00,2.31,1.0,visited,social
94245,2269,2022-08-30 17:08:00,0.5,2.0,visited,social
94246,3201,2024-11-30 21:27:00,6.77,3.0,product_viewed,referral
94247,1207,2022-01-15 17:16:00,2.47,6.0,product_viewed,organic
94248,2899,2024-02-08 13:45:00,5.74,5.0,product_viewed,paid_search
94249,3864,2023-02-25 02:50:00,0.5,3.0,visited,social
94250,5822,2023-10-09 18:13:00,2.09,4.0,product_viewed,organic
94251,3561,2024-04-17 22:38:00,7.09,2.0,product_viewed,email
94252,5095,2024-01-12 13:13:00,25.58,12.0,purchased,paid_search
94253,3687,2022-08-07 11:12:00,7.87,5.0,product_viewed,organic
94254,1269,2022-11-13 14:54:00,6.2,6.0,product_viewed,paid_search
94255,2547,2024-05-22 18:00:00,10.95,10.0,cart_added,email
94256,3882,2023-06-04 00:58:00,6.3,3.0,product_viewed,email
94257,5803,2023-06-20 20:19:00,5.11,2.0,product_viewed,referral
94258,5302,2024-05-17 20:46:00,4.77,4.0,product_viewed,referral
94259,2150,2024-01-19 15:49:00,9.2,4.0,cart_added,email
94260,2123,2023-07-19 07:23:00,6.41,2.0,product_viewed,email
94261,2040,2024-03-24 17:41:00,0.5,3.0,visited,paid_search
94262,5673,2023-02-22 08:37:00,3.89,6.0,product_viewed,social
94263,5277,2024-04-26 14:53:00,3.77,6.0,product_viewed,paid_search
94264,4847,2024-09-15 06:27:00,6.76,2.0,product_viewed,referral
94265,2869,2023-01-02 16:36:00,0.76,1.0,visited,organic
94266,3482,2024-01-29 11:10:00,7.59,2.0,product_viewed,email
94267,3239,2024-09-17 19:42:00,15.41,9.0,cart_added,organic
94268,2257,2023-06-04 19:48:00,5.74,6.0,product_viewed,organic
94269,3491,2023-09-21 23:02:00,5.18,4.0,product_viewed,organic
94270,1208,2023-12-07 10:57:00,10.28,6.0,cart_added,social
94271,1566,2024-03-26 05:25:00,11.57,5.0,cart_added,social
94272,5481,2022-10-10 13:25:00,5.25,2.0,product_viewed,organic
94273,4765,2022-09-01 06:42:00,28.65,7.0,purchased,paid_search
94274,3015,2023-04-16 08:25:00,0.69,1.0,visited,paid_search
94275,3563,2024-07-03 16:02:00,4.25,2.0,visited,organic
94276,2773,2022-11-28 16:56:00,1.17,2.0,visited,email
94277,4696,2022-07-25 04:17:00,19.36,9.0,checkout,organic
94278,4874,2023-03-16 13:34:00,11.5,5.0,cart_added,email
94279,4847,2024-11-07 15:22:00,4.41,10.0,cart_added,referral
94280,4628,2024-03-31 10:14:00,3.62,1.0,visited,email
94281,2066,2023-11-25 20:06:00,16.26,9.0,cart_added,social
94282,2614,2022-04-17 08:11:00,3.14,5.0,product_viewed,paid_search
94283,3276,2022-11-26 10:12:00,,,,
94284,2552,2024-03-07 08:16:00,2.28,2.0,visited,social
94285,4784,2022-01-11 07:41:00,0.55,3.0,visited,email
94286,2549,2022-07-06 20:58:00,21.79,11.0,purchased,organic
94287,1609,2022-10-25 10:16:00,9.96,3.0,product_viewed,paid_search
94288,2915,2024-08-23 18:13:00,6.35,5.0,product_viewed,paid_search
94289,5968,2024-06-10 13:21:00,11.58,5.0,product_viewed,social
94290,2135,2022-06-30 16:33:00,19.05,9.0,checkout,social
94291,4048,2022-05-12 21:51:00,6.79,6.0,product_viewed,paid_search
94292,3059,2023-06-23 19:46:00,6.05,2.0,product_viewed,social
94293,1450,2023-03-31 06:17:00,2.75,3.0,visited,organic
94294,3365,2024-01-30 19:37:00,7.41,6.0,product_viewed,social
94295,4583,2022-06-13 13:56:00,17.29,8.0,checkout,paid_search
94296,3552,2022-03-19 11:35:00,21.4,13.0,purchased,organic
94297,5398,2024-02-27 17:05:00,27.84,10.0,purchased,organic
94298,2424,2024-03-31 21:07:00,2.19,3.0,product_viewed,organic
94299,1511,2024-12-03 06:33:00,13.25,10.0,cart_added,social
94300,5722,2023-08-10 18:42:00,5.46,5.0,product_viewed,organic
94301,2811,2022-04-28 09:19:00,5.78,5.0,product_viewed,social
94302,3882,2022-12-25 12:55:00,10.32,7.0,cart_added,email
94303,4918,2024-10-09 20:51:00,11.91,9.0,checkout,paid_search
94304,2547,2024-06-18 15:27:00,0.5,3.0,visited,email
94305,4616,2022-01-22 06:22:00,23.7,17.0,purchased,organic
94306,1584,2023-02-18 14:06:00,5.44,4.0,cart_added,paid_search
94307,2430,2024-11-27 19:09:00,5.59,4.0,cart_added,email
94308,1666,2023-08-09 15:16:00,14.97,10.0,checkout,organic
94309,5035,2023-02-03 08:11:00,8.24,3.0,product_viewed,organic
94310,2123,2022-03-10 13:07:00,7.92,4.0,cart_added,email
94311,4616,2024-11-11 21:01:00,7.33,2.0,product_viewed,organic
94312,5792,2024-11-22 17:55:00,5.89,5.0,product_viewed,referral
94313,3614,2023-04-20 18:24:00,2.78,2.0,visited,social
94314,3664,2022-12-14 19:47:00,10.88,9.0,checkout,social
94315,3224,2022-03-15 06:15:00,20.59,14.0,checkout,organic
94316,2547,2024-01-07 15:29:00,23.11,14.0,purchased,email
94317,3313,2023-05-05 12:35:00,3.16,1.0,visited,paid_search
94318,3987,2022-01-01 08:43:00,0.5,2.0,visited,organic
94319,5994,2022-11-19 09:05:00,12.44,4.0,cart_added,social
94320,5734,2022-06-27 19:30:00,15.03,10.0,checkout,referral
94321,5328,2023-07-20 08:48:00,11.77,10.0,cart_added,referral
94322,5481,2024-03-29 11:45:00,5.99,3.0,product_viewed,organic
94323,3255,2023-12-25 10:01:00,8.98,7.0,cart_added,email
94324,4337,2024-03-20 05:19:00,0.87,3.0,visited,referral
94325,5499,2024-04-10 13:35:00,6.5,6.0,cart_added,organic
94326,2870,2023-02-15 18:45:00,2.86,1.0,visited,social
94327,5872,2024-11-26 02:46:00,1.48,3.0,visited,organic
94328,2992,2022-02-01 07:14:00,10.93,5.0,cart_added,organic
94329,3987,2022-05-21 18:50:00,6.17,2.0,product_viewed,organic
94330,4589,2022-07-04 16:24:00,2.46,2.0,visited,organic
94331,5803,2023-08-06 18:16:00,1.58,4.0,product_viewed,referral
94332,2211,2023-12-14 09:40:00,3.56,3.0,visited,paid_search
94333,4719,2023-12-13 19:33:00,2.54,2.0,visited,paid_search
94334,3592,2023-07-21 14:06:00,0.98,1.0,visited,email
94335,2309,2023-04-09 16:05:00,1.41,2.0,visited,paid_search
94336,4847,2023-02-03 06:44:00,1.18,1.0,visited,referral
94337,3714,2024-07-20 09:26:00,,,,
94338,4365,2024-04-07 18:46:00,2.23,3.0,visited,referral
94339,2547,2022-01-10 09:21:00,6.05,3.0,product_viewed,email
94340,3338,2023-06-19 06:37:00,4.84,6.0,product_viewed,paid_search
94341,4084,2022-12-25 16:22:00,14.19,7.0,checkout,social
94342,2945,2024-04-13 15:59:00,7.89,7.0,cart_added,email
94343,2009,2024-11-02 16:23:00,13.59,7.0,cart_added,organic
94344,5872,2022-08-07 16:47:00,9.72,4.0,product_viewed,organic
94345,3537,2022-05-29 14:52:00,0.5,3.0,visited,social
94346,4692,2024-10-27 14:35:00,8.58,3.0,product_viewed,paid_search
94347,2971,2023-08-26 21:51:00,11.58,9.0,cart_added,organic
94348,2707,2023-11-28 15:40:00,6.17,6.0,product_viewed,social
94349,2955,2022-08-28 16:45:00,6.83,6.0,product_viewed,referral
94350,2966,2024-11-17 10:23:00,9.54,10.0,cart_added,social
94351,3664,2023-06-12 20:36:00,20.19,11.0,checkout,social
94352,3664,2023-05-28 02:59:00,17.99,11.0,purchased,social
94353,3437,2024-06-25 15:16:00,19.44,6.0,checkout,paid_search
94354,1577,2024-02-12 12:10:00,1.75,2.0,visited,organic
94355,3437,2024-09-17 16:04:00,28.18,15.0,purchased,paid_search
94356,1834,2023-05-14 12:39:00,7.82,6.0,cart_added,organic
94357,1565,2023-11-27 18:15:00,11.29,9.0,cart_added,paid_search
94358,5706,2024-07-28 02:31:00,0.5,2.0,visited,paid_search
94359,3994,2024-08-01 12:36:00,1.88,4.0,product_viewed,paid_search
94360,4359,2022-02-26 19:48:00,6.07,3.0,product_viewed,email
94361,2930,2024-09-14 10:12:00,1.34,3.0,visited,organic
94362,5586,2022-08-27 05:58:00,1.22,3.0,visited,referral
94363,4205,2023-06-13 14:06:00,5.51,4.0,product_viewed,social
94364,4847,2022-05-19 22:13:00,2.47,5.0,product_viewed,referral
94365,2763,2024-02-23 05:48:00,0.57,2.0,visited,organic
94366,5863,2023-03-28 06:54:00,7.41,3.0,product_viewed,organic
94367,5099,2023-04-16 16:26:00,0.52,3.0,visited,organic
94368,5278,2023-10-09 10:12:00,3.13,6.0,product_viewed,paid_search
