customer_id,signup_date,acquisition_channel,device_type,age_group,country,is_premium
2166,2023-12-19,email,mobile,35-44,FR,False
2167,2024-01-23,email,mobile,18-24,US,False
2168,2022-08-24,paid_search,tablet,25-34,NL,False
2169,2023-07-25,organic,mobile,35-44,US,False
2170,2023-04-09,organic,mobile,18-24,UK,False
2171,2024-05-28,social,mobile,45-54,DE,False
2172,2022-02-23,referral,desktop,45-54,UK,False
2173,2023-07-02,social,mobile,55+,FR,True
2174,2022-03-01,organic,desktop,35-44,NL,True
2175,2023-01-05,social,mobile,55+,NL,False
2176,2023-07-14,paid_search,mobile,35-44,DE,False
2177,2023-09-25,email,desktop,35-44,UK,True
2178,2023-11-27,organic,mobile,55+,US,False
2179,2023-12-20,email,mobile,35-44,UK,False
2180,2022-01-13,paid_search,mobile,18-24,DE,False
2181,2023-01-07,referral,desktop,45-54,FR,True
2182,2022-10-21,paid_search,mobile,55+,NL,False
2183,2024-03-31,social,mobile,45-54,US,True
2184,2022-05-23,referral,tablet,35-44,DE,False
2185,2022-10-18,organic,mobile,35-44,DE,False
2186,2022-03-04,referral,desktop,55+,UK,True
2187,2022-07-07,social,desktop,18-24,US,False
2188,2024-12-22,organic,mobile,35-44,NL,True
2189,2023-03-17,paid_search,mobile,25-34,UK,False
2190,2024-02-10,social,mobile,35-44,UK,False
2191,2024-05-09,organic,desktop,35-44,UK,False
2192,2024-07-18,social,desktop,25-34,DE,False
2193,2023-11-30,paid_search,desktop,25-34,NL,False
2194,2022-11-19,social,tablet,35-44,UK,False
2195,2024-01-28,organic,desktop,18-24,NL,False
2196,2023-10-01,email,mobile,25-34,US,True
2197,2023-10-27,referral,mobile,45-54,UK,False
2198,2022-06-23,referral,desktop,25-34,DE,False
2199,2022-04-18,social,mobile,35-44,UK,False
2200,2022-11-15,organic,mobile,55+,FR,True
2201,2022-11-19,email,desktop,25-34,FR,True
2202,2022-04-12,organic,mobile,25-34,FR,False
2203,2022-06-17,organic,tablet,35-44,DE,False
2204,2023-07-12,paid_search,desktop,45-54,NL,False
2205,2024-06-26,paid_search,mobile,55+,NL,False
2206,2024-05-18,email,tablet,55+,DE,True
2207,2024-09-21,social,mobile,45-54,NL,False
2208,2024-06-24,paid_search,mobile,25-34,DE,False
2209,2024-04-28,organic,mobile,18-24,UK,True
2210,2023-07-14,referral,mobile,25-34,US,True
2211,2023-03-18,paid_search,mobile,18-24,NL,False
2212,2024-11-15,paid_search,mobile,45-54,DE,False
2213,2022-08-22,organic,mobile,35-44,US,False
2214,2023-12-08,email,mobile,18-24,US,False
2215,2024-05-30,social,desktop,45-54,US,False
2216,2022-08-16,organic,desktop,25-34,UK,True
2217,2023-08-04,organic,mobile,25-34,DE,False
2218,2024-09-23,social,mobile,35-44,UK,False
2219,2024-12-15,social,mobile,25-34,NL,False
2220,2023-09-24,organic,mobile,25-34,FR,False
2221,2022-04-04,referral,desktop,18-24,FR,False
2222,2023-03-28,organic,desktop,25-34,US,False
2223,2024-03-20,paid_search,mobile,45-54,US,False
2224,2022-04-23,referral,mobile,55+,US,False
2225,2022-01-16,paid_search,mobile,25-34,DE,False
2226,2023-02-23,social,desktop,25-34,NL,False
2227,2023-09-10,paid_search,mobile,45-54,DE,False
2228,2023-03-09,organic,tablet,55+,NL,True
2229,2022-10-09,referral,desktop,25-34,DE,True
2230,2023-06-08,paid_search,mobile,25-34,FR,False
2231,2023-08-16,email,desktop,45-54,DE,False
2232,2023-11-03,organic,tablet,35-44,DE,True
2233,2022-09-03,organic,desktop,18-24,UK,False
2234,2022-01-16,organic,mobile,35-44,DE,False
2235,2024-10-15,social,mobile,25-34,UK,False
2236,2024-05-31,paid_search,desktop,35-44,UK,False
2237,2022-12-26,email,desktop,35-44,DE,False
2238,2022-09-22,paid_search,desktop,45-54,NL,True
2239,2024-02-18,referral,desktop,35-44,US,False
2240,2024-12-26,organic,desktop,25-34,UK,False
2241,2023-04-17,email,tablet,25-34,US,False
2242,2024-10-21,email,mobile,45-54,UK,False
2243,2023-12-27,email,mobile,25-34,US,True
2244,2022-05-28,email,desktop,25-34,DE,False
2245,2024-03-24,email,desktop,25-34,US,False
2246,2022-03-28,social,desktop,45-54,US,False
2247,2024-06-12,organic,mobile,35-44,US,False
2248,2022-02-08,organic,desktop,25-34,UK,True
2249,2024-07-30,referral,desktop,25-34,UK,True
2250,2022-06-09,social,mobile,45-54,DE,True
2251,2023-10-04,email,mobile,35-44,US,False
2252,2024-05-29,paid_search,mobile,45-54,US,True
2253,2024-04-08,organic,mobile,55+,DE,True
2254,2024-05-05,organic,mobile,55+,DE,False
2255,2023-08-16,social,mobile,25-34,DE,False
2256,2022-08-24,,,,,
2257,2024-04-09,organic,desktop,18-24,UK,False
2258,2022-02-12,paid_search,desktop,25-34,DE,False
2259,2023-10-28,organic,desktop,55+,DE,False
2260,2022-12-18,social,mobile,25-34,UK,False
2261,2024-07-31,organic,mobile,25-34,US,True
2262,2024-01-12,email,desktop,25-34,FR,False
2263,2022-06-30,paid_search,mobile,35-44,NL,False
2264,2024-06-13,paid_search,tablet,25-34,UK,False
2265,2022-08-05,organic,desktop,45-54,DE,False
2266,2023-05-14,organic,mobile,55+,FR,False
2267,2024-06-11,paid_search,tablet,35-44,NL,True
2268,2024-03-31,paid_search,mobile,25-34,UK,False
2269,2024-12-09,social,mobile,55+,UK,False
2270,2022-06-11,organic,desktop,25-34,US,False
2271,2024-03-21,social,mobile,18-24,US,False
2272,2023-09-28,email,tablet,18-24,UK,True
2273,2023-11-27,email,mobile,35-44,NL,False
2274,2023-03-30,organic,mobile,18-24,UK,False
2275,2023-11-14,paid_search,desktop,18-24,FR,False
2276,2022-12-11,organic,desktop,25-34,DE,True
2277,2022-06-06,organic,mobile,25-34,DE,False
2278,2024-11-11,referral,mobile,35-44,US,False
2279,2022-08-22,organic,desktop,45-54,DE,False
2280,2024-12-22,paid_search,mobile,45-54,UK,False
2281,2024-11-10,social,desktop,25-34,DE,False
2282,2023-02-02,social,desktop,25-34,FR,False
2283,2023-12-17,social,desktop,55+,FR,False
2284,2023-12-21,organic,desktop,18-24,US,False
2285,2022-10-30,paid_search,mobile,45-54,DE,False
2286,2023-04-29,paid_search,desktop,25-34,UK,False
2287,2022-07-30,organic,desktop,55+,NL,False
2288,2022-10-27,paid_search,mobile,25-34,UK,False
2289,2023-06-09,organic,tablet,25-34,DE,True
2290,2023-02-09,organic,mobile,45-54,DE,False
2291,2022-12-22,paid_search,mobile,35-44,US,False
2292,2022-11-10,organic,mobile,25-34,DE,False
2293,2022-06-04,social,tablet,35-44,FR,False
2294,2022-12-29,social,mobile,45-54,FR,True
2295,2024-10-08,email,desktop,18-24,DE,False
2296,2024-08-08,,,,,
2297,2024-07-08,organic,mobile,35-44,DE,False
2298,2023-10-24,organic,mobile,18-24,NL,False
2299,2023-10-10,social,desktop,35-44,US,False
2300,2022-11-06,social,mobile,25-34,UK,False
2301,2024-06-19,organic,desktop,25-34,US,False
2302,2022-05-20,referral,mobile,25-34,UK,False
2303,2024-08-18,organic,mobile,35-44,US,False
2304,2024-06-24,paid_search,desktop,18-24,US,False
2305,2023-09-13,social,mobile,18-24,UK,True
2306,2023-07-17,email,mobile,18-24,UK,False
2307,2022-04-26,social,mobile,55+,DE,True
2308,2023-12-22,email,mobile,18-24,DE,True
2309,2024-11-05,paid_search,mobile,45-54,US,False
2310,2022-06-01,email,desktop,18-24,US,False
2311,2023-09-28,organic,mobile,18-24,UK,False
2312,2024-08-03,email,mobile,35-44,NL,False
2313,2024-07-14,paid_search,desktop,35-44,DE,False
2314,2022-03-19,email,mobile,55+,DE,False
2315,2022-04-27,paid_search,mobile,55+,DE,False
2316,2024-01-26,social,tablet,45-54,US,False
2317,2023-08-11,paid_search,desktop,35-44,US,False
2318,2022-06-07,social,desktop,35-44,UK,True
2319,2022-07-04,organic,desktop,25-34,DE,False
2320,2024-11-04,organic,mobile,55+,UK,False
2321,2024-02-27,organic,desktop,35-44,FR,True
2322,2024-08-05,,,,,
2323,2022-03-26,email,mobile,25-34,NL,False
2324,2024-07-10,organic,mobile,18-24,FR,False
2325,2023-01-21,referral,mobile,55+,NL,False
2326,2023-10-21,paid_search,mobile,25-34,DE,False
2327,2024-09-01,organic,tablet,25-34,DE,False
2328,2024-10-23,email,mobile,18-24,DE,False
2329,2022-11-05,social,mobile,45-54,UK,False
2330,2022-05-07,paid_search,mobile,18-24,NL,False
2331,99-99-9999,social,mobile,45-54,DE,False
2332,2022-07-31,social,desktop,18-24,UK,False
2333,2023-12-05,organic,mobile,55+,UK,False
2334,2022-06-22,referral,mobile,45-54,NL,False
2335,2024-10-30,referral,mobile,25-34,UK,False
2336,2022-12-20,,,,,
2337,2022-03-22,organic,mobile,25-34,US,False
2338,2023-05-23,social,mobile,25-34,US,True
2339,2024-06-15,,,,,
2340,2024-06-18,organic,mobile,25-34,US,False
2341,2024-12-09,organic,mobile,25-34,DE,True
2342,2024-12-06,paid_search,desktop,25-34,UK,False
2343,2022-11-22,email,desktop,25-34,FR,False
2344,2024-01-16,social,desktop,45-54,UK,False
2345,2024-02-03,social,mobile,25-34,US,False
2346,2023-08-03,paid_search,mobile,55+,US,False
2347,2024-03-04,paid_search,mobile,55+,US,False
2348,2024-04-17,paid_search,tablet,18-24,DE,False
2349,2023-11-24,referral,desktop,25-34,UK,False
2350,2022-04-18,organic,desktop,45-54,DE,False
2351,2023-11-17,email,mobile,25-34,DE,True
2352,2022-05-15,social,mobile,18-24,FR,False
2353,2023-11-07,paid_search,mobile,25-34,DE,False
2354,2022-07-13,social,desktop,35-44,NL,False
2355,2024-03-02,paid_search,tablet,45-54,US,False
2356,2023-08-05,email,tablet,18-24,NL,True
2357,2023-06-01,referral,mobile,18-24,DE,False
2358,2022-11-04,paid_search,mobile,55+,UK,False
2359,2023-11-14,organic,tablet,45-54,US,True
2360,2022-06-16,social,desktop,35-44,FR,False
2361,2022-10-17,referral,mobile,45-54,US,False
2362,2023-12-18,organic,mobile,25-34,DE,False
2363,2023-09-28,social,mobile,45-54,FR,False
2364,2024-03-13,social,mobile,25-34,US,False
2365,2022-09-22,social,mobile,25-34,DE,False
2366,2022-06-23,organic,desktop,45-54,US,False
2367,2023-09-27,social,mobile,25-34,UK,False
2368,2024-02-11,referral,mobile,55+,DE,False
2369,2023-11-04,organic,mobile,25-34,US,False
2370,2022-09-19,organic,desktop,55+,DE,False
2371,2024-12-14,,,,,
2372,2022-07-11,organic,mobile,25-34,FR,False
2373,2024-05-17,email,tablet,45-54,US,True
2374,2024-11-07,paid_search,tablet,25-34,US,True
2375,2024-01-12,organic,mobile,55+,DE,False
2376,2022-02-07,,,,,
2377,2024-01-13,paid_search,desktop,45-54,DE,False
2378,2023-09-25,paid_search,desktop,35-44,US,False
2379,2023-01-05,paid_search,tablet,25-34,US,False
2380,2023-03-15,social,desktop,25-34,NL,False
2381,2023-12-01,organic,desktop,25-34,DE,True
2382,2024-09-22,paid_search,mobile,45-54,UK,False
2383,2023-01-29,referral,mobile,35-44,US,True
2384,2023-04-09,organic,mobile,35-44,US,False
2385,2022-10-09,social,mobile,25-34,FR,False
2386,2022-11-14,paid_search,desktop,35-44,DE,False
2387,2022-06-08,email,desktop,18-24,DE,False
2388,2023-08-29,organic,desktop,45-54,UK,True
2389,2022-07-27,referral,mobile,55+,US,False
2390,2024-11-05,paid_search,desktop,25-34,DE,False
2391,2024-12-14,organic,mobile,18-24,DE,False
2392,2022-03-19,organic,mobile,25-34,US,True
2393,2023-11-21,organic,desktop,35-44,UK,False
2394,2022-09-26,paid_search,desktop,35-44,DE,False
2395,2024-02-11,paid_search,tablet,45-54,US,False
2396,2022-11-12,email,mobile,25-34,US,True
2397,2022-11-29,paid_search,mobile,45-54,US,False
2398,2023-01-06,organic,mobile,35-44,NL,True
2399,2022-12-06,social,mobile,25-34,DE,False
2400,2024-06-15,social,desktop,35-44,NL,False
2401,2022-03-31,organic,desktop,18-24,UK,False
2402,2024-04-21,organic,desktop,35-44,FR,False
2403,2024-01-17,organic,mobile,55+,US,True
2404,2023-05-02,social,desktop,25-34,US,False
2405,2024-06-28,social,mobile,45-54,FR,False
2406,2023-08-07,paid_search,desktop,35-44,FR,False
2407,2024-07-08,,,,,
2408,2023-04-25,email,mobile,35-44,DE,False
2409,2024-12-29,social,mobile,35-44,US,False
2410,2023-05-05,email,tablet,25-34,NL,False
2411,2023-09-26,organic,mobile,18-24,US,False
2412,2024-08-18,organic,mobile,25-34,UK,False
2413,2023-02-02,organic,desktop,18-24,UK,False
2414,2024-01-24,,,,,
2415,2024-06-21,paid_search,mobile,25-34,UK,True
2416,2024-08-03,referral,mobile,25-34,US,False
2417,2023-08-01,organic,mobile,55+,NL,True
2418,2024-02-22,,,,,
2419,99-99-9999,paid_search,desktop,45-54,UK,True
2420,2024-12-16,,,,,
2421,2024-05-07,paid_search,tablet,45-54,UK,False
2422,2022-11-28,paid_search,mobile,25-34,DE,False
2423,2023-02-13,organic,mobile,55+,DE,False
2424,2022-10-11,organic,mobile,35-44,UK,False
2425,2023-05-28,referral,mobile,45-54,US,True
2426,2022-04-17,referral,mobile,25-34,UK,False
2427,2024-09-11,organic,tablet,18-24,DE,False
2428,2024-01-31,referral,desktop,35-44,UK,False
2429,2022-07-30,social,mobile,18-24,US,False
2430,2024-11-22,email,desktop,35-44,UK,False
2431,2022-09-13,paid_search,desktop,25-34,DE,False
2432,2023-08-07,paid_search,tablet,35-44,UK,False
2433,2022-06-21,paid_search,desktop,55+,FR,False
2434,2022-11-25,social,mobile,35-44,DE,False
2435,2023-07-13,organic,desktop,45-54,US,False
2436,2024-07-09,organic,desktop,35-44,UK,False
2437,2024-11-17,paid_search,desktop,35-44,UK,False
2438,2022-10-29,social,mobile,55+,UK,False
2439,2024-06-14,organic,mobile,55+,UK,False
2440,2022-07-07,social,mobile,45-54,US,True
2441,2023-03-31,referral,mobile,25-34,US,False
2442,2024-07-12,organic,mobile,35-44,DE,True
2443,2023-12-17,social,desktop,25-34,DE,False
2444,2022-02-24,paid_search,mobile,25-34,UK,False
2445,2024-04-29,email,desktop,35-44,DE,False
2446,2022-04-20,organic,mobile,45-54,NL,False
2447,2024-03-22,social,tablet,55+,FR,False
2448,2024-10-25,email,mobile,25-34,FR,True
2449,2024-02-05,referral,mobile,18-24,NL,False
2450,2023-04-28,social,desktop,45-54,US,False
2451,2024-03-01,paid_search,desktop,25-34,FR,False
2452,2022-06-17,social,tablet,35-44,DE,False
2453,2024-02-07,email,mobile,18-24,DE,True
2454,2023-04-05,social,mobile,25-34,FR,False
2455,2022-02-27,organic,tablet,55+,DE,False
2456,2023-10-15,referral,mobile,18-24,NL,True
2457,2022-07-22,social,desktop,25-34,UK,True
2458,2023-11-18,social,mobile,25-34,FR,False
2459,2022-10-27,organic,mobile,55+,DE,False
2460,2022-10-09,social,mobile,45-54,UK,False
2461,2022-03-20,paid_search,mobile,25-34,DE,False
2462,2023-08-11,social,desktop,18-24,FR,False
2463,2024-08-25,organic,tablet,35-44,DE,False
2464,2022-10-12,social,mobile,25-34,UK,False
2465,2024-08-18,referral,desktop,35-44,DE,False
2466,2024-07-07,organic,mobile,18-24,DE,False
2467,2022-01-11,referral,mobile,18-24,US,True
2468,2022-06-12,paid_search,mobile,35-44,DE,False
2469,2022-02-08,email,tablet,25-34,UK,False
2470,2023-06-09,email,desktop,45-54,DE,False
2471,2023-03-18,social,desktop,18-24,US,True
2472,2022-11-03,social,desktop,25-34,UK,True
2473,2024-12-16,email,desktop,55+,DE,False
2474,2024-05-16,paid_search,tablet,25-34,US,False
2475,2022-08-16,paid_search,desktop,45-54,FR,False
2476,2023-08-14,social,tablet,25-34,DE,False
2477,2023-05-02,email,mobile,35-44,DE,False
2478,2023-09-09,email,mobile,45-54,US,False
2479,2022-09-07,email,mobile,25-34,US,True
2480,2022-04-08,paid_search,mobile,45-54,US,False
2481,2023-05-04,email,desktop,35-44,US,False
2482,2024-05-09,organic,mobile,25-34,FR,True
2483,2024-07-25,paid_search,desktop,35-44,DE,True
2484,2022-05-09,organic,mobile,35-44,US,False
2485,2022-08-16,paid_search,mobile,25-34,US,False
2486,2024-10-20,paid_search,mobile,25-34,UK,False
2487,2022-02-03,paid_search,tablet,25-34,NL,False
2488,2024-11-21,social,mobile,25-34,US,True
2489,2023-05-11,paid_search,mobile,45-54,NL,False
2490,2022-10-22,paid_search,desktop,35-44,US,True
2491,2023-08-20,organic,desktop,55+,DE,False
2492,2024-05-29,paid_search,mobile,25-34,DE,False
2493,2022-01-04,organic,mobile,25-34,US,False
2494,2023-12-24,organic,mobile,45-54,US,False
2495,2023-05-08,social,tablet,35-44,DE,False
2496,2024-05-03,social,mobile,35-44,US,False
2497,2023-01-19,social,mobile,18-24,US,False
2498,2022-06-25,paid_search,mobile,25-34,DE,False
2499,2024-12-08,paid_search,mobile,25-34,DE,True
2500,2024-01-09,email,desktop,55+,FR,False
2501,2022-05-19,paid_search,mobile,25-34,US,False
2502,2024-12-13,,,,,
2503,2024-11-05,organic,mobile,35-44,UK,False
2504,2024-11-05,paid_search,mobile,25-34,US,True
2505,2022-02-11,paid_search,mobile,35-44,DE,False
2506,2024-03-10,paid_search,desktop,45-54,US,False
2507,2024-08-20,social,desktop,55+,UK,False
2508,2022-03-31,paid_search,tablet,25-34,US,False
2509,2024-03-03,social,desktop,25-34,DE,False
2510,2024-02-04,email,desktop,25-34,DE,False
2511,2023-06-04,email,mobile,18-24,FR,True
2512,2022-02-03,social,desktop,35-44,US,False
2513,2024-01-02,referral,desktop,45-54,UK,True
2514,2022-05-19,organic,desktop,25-34,US,False
2515,2023-12-08,organic,mobile,45-54,FR,False
2516,2023-05-09,organic,mobile,35-44,US,False
2517,2022-08-01,social,desktop,25-34,US,True
2518,2023-11-12,email,desktop,18-24,NL,True
2519,2022-10-01,organic,tablet,45-54,UK,True
2520,2022-04-01,referral,mobile,45-54,DE,False
2521,2023-12-23,organic,mobile,35-44,DE,True
2522,2023-11-25,referral,mobile,18-24,FR,False
2523,2022-12-25,paid_search,desktop,25-34,FR,True
2524,2024-08-09,organic,mobile,18-24,US,True
2525,2024-09-07,paid_search,mobile,35-44,UK,False
2526,2023-01-09,organic,tablet,45-54,UK,True
2527,2022-10-04,organic,mobile,18-24,US,False
2528,2022-05-10,paid_search,desktop,45-54,UK,False
2529,2024-07-26,email,mobile,35-44,DE,True
2530,2022-03-17,paid_search,desktop,35-44,NL,False
2531,2023-08-24,paid_search,desktop,55+,FR,False
2532,2023-02-17,social,tablet,18-24,UK,True
2533,2022-03-31,social,tablet,55+,US,True
2534,2023-02-13,organic,mobile,18-24,DE,False
2535,2022-03-27,paid_search,mobile,25-34,US,True
2536,2023-10-09,organic,mobile,45-54,UK,False
2537,2023-09-28,organic,desktop,55+,UK,False
2538,2024-11-21,social,desktop,35-44,US,True
2539,2024-03-26,organic,mobile,35-44,UK,False
2540,2024-08-27,paid_search,desktop,45-54,FR,False
2541,2023-06-03,social,mobile,45-54,DE,False
2542,2022-03-16,organic,desktop,18-24,US,False
2543,2023-01-27,social,tablet,45-54,FR,False
2544,2023-08-09,organic,mobile,35-44,US,True
2545,2024-01-02,referral,mobile,35-44,UK,False
2546,2022-04-08,paid_search,mobile,25-34,US,False
2547,2023-11-11,email,desktop,35-44,NL,False
2548,2023-07-14,social,mobile,55+,DE,False
2549,2022-09-12,organic,mobile,35-44,US,False
2550,2024-01-24,social,mobile,55+,DE,False
2551,2024-06-13,referral,mobile,25-34,DE,False
2552,2024-03-30,social,mobile,45-54,US,False
2553,2024-06-19,email,desktop,45-54,DE,False
2554,2024-03-02,,,,,
2555,2023-11-26,organic,desktop,35-44,NL,False
2556,2023-01-18,organic,desktop,35-44,US,False
2557,2024-10-13,social,mobile,45-54,UK,True
2558,2024-10-15,paid_search,mobile,45-54,US,False
2559,2024-01-23,email,desktop,18-24,FR,False
2560,2024-11-29,referral,tablet,45-54,UK,False
2561,2023-07-01,paid_search,mobile,25-34,DE,False
2562,2022-06-19,organic,mobile,25-34,FR,True
2563,2024-05-19,email,mobile,45-54,UK,False
2564,2022-06-11,organic,desktop,25-34,US,True
2565,2024-05-31,email,mobile,45-54,NL,True
2566,2023-01-05,paid_search,mobile,25-34,NL,False
2567,2023-08-25,social,desktop,18-24,US,False
2568,2023-10-20,organic,desktop,35-44,UK,False
2569,2022-07-30,social,mobile,18-24,NL,False
2570,2022-06-13,paid_search,mobile,45-54,DE,False
2571,2023-11-03,social,desktop,25-34,US,True
2572,2023-08-29,organic,mobile,25-34,DE,True
2573,2023-09-20,social,mobile,18-24,FR,False
2574,2024-07-02,email,desktop,25-34,UK,True
2575,2024-05-22,organic,mobile,45-54,DE,False
2576,2022-12-08,organic,desktop,25-34,NL,False
2577,2024-06-28,organic,tablet,35-44,UK,False
2578,2023-12-21,social,mobile,55+,FR,False
2579,2024-07-04,social,mobile,35-44,DE,False
2580,2022-03-28,paid_search,desktop,45-54,US,True
2581,2023-12-24,organic,desktop,18-24,UK,False
2582,2024-06-09,paid_search,tablet,25-34,US,False
2583,2023-07-17,social,desktop,55+,UK,True
2584,2022-04-28,paid_search,mobile,45-54,FR,False
2585,2022-06-03,referral,desktop,35-44,US,True
2586,2024-04-11,organic,mobile,35-44,FR,True
2587,2024-01-15,social,mobile,25-34,DE,False
2588,2024-11-16,paid_search,mobile,18-24,DE,False
2589,2022-11-24,paid_search,mobile,45-54,DE,False
2590,2022-03-05,social,desktop,35-44,US,True
2591,2022-10-20,,,,,
2592,2024-06-16,referral,mobile,55+,FR,True
2593,2022-03-13,organic,mobile,25-34,UK,False
2594,2022-09-16,organic,desktop,25-34,US,False
2595,2022-05-18,social,desktop,45-54,UK,False
2596,2023-04-29,social,mobile,45-54,DE,False
2597,2024-01-21,organic,mobile,35-44,DE,False
2598,2024-01-12,organic,mobile,18-24,UK,False
2599,2024-02-24,organic,tablet,25-34,UK,False
2600,2022-03-08,email,desktop,35-44,FR,False
2601,2022-11-11,,,,,
2602,2024-07-10,paid_search,desktop,45-54,UK,False
2603,2024-01-30,organic,mobile,55+,UK,False
2604,2024-02-01,paid_search,desktop,45-54,NL,True
2605,2024-06-28,organic,mobile,25-34,DE,True
2606,2022-06-07,paid_search,mobile,45-54,UK,False
2607,2022-10-09,organic,mobile,25-34,UK,False
2608,2024-12-20,email,mobile,25-34,NL,False
2609,2024-01-22,organic,tablet,18-24,DE,False
2610,2024-03-26,paid_search,mobile,25-34,US,False
2611,2023-10-06,email,desktop,55+,US,False
2612,2023-07-25,social,desktop,25-34,US,False
2613,2023-05-27,paid_search,mobile,25-34,DE,True
2614,2022-08-21,paid_search,mobile,55+,DE,False
2615,2022-02-23,paid_search,mobile,18-24,UK,False
2616,2023-01-17,,,,,
2617,2024-10-19,referral,mobile,25-34,DE,False
2618,2024-11-26,social,mobile,18-24,US,True
2619,99-99-9999,social,mobile,55+,DE,True
2620,2022-08-30,social,desktop,18-24,NL,False
2621,2023-06-21,,,,,
2622,2023-06-18,organic,mobile,25-34,FR,True
2623,2024-07-02,social,mobile,18-24,US,False
2624,2023-03-16,referral,mobile,18-24,NL,False
2625,2023-08-08,organic,desktop,18-24,US,False
2626,2024-10-02,social,mobile,18-24,UK,True
2627,2023-02-14,organic,desktop,45-54,US,False
2628,99-99-9999,paid_search,desktop,35-44,UK,False
2629,2022-10-05,organic,desktop,25-34,UK,False
2630,2022-06-01,paid_search,desktop,25-34,DE,False
2631,2024-07-14,email,mobile,55+,DE,False
2632,2022-12-20,paid_search,mobile,55+,UK,False
2633,2024-06-30,social,desktop,45-54,US,False
2634,2022-06-29,email,mobile,55+,DE,True
2635,2023-10-17,referral,desktop,25-34,US,False
2636,2023-12-13,organic,mobile,25-34,US,True
2637,2022-05-13,paid_search,tablet,35-44,FR,True
2638,2023-08-18,organic,desktop,35-44,DE,True
2639,2023-09-07,referral,mobile,35-44,US,False
2640,2022-11-19,referral,mobile,25-34,FR,False
2641,2022-12-23,paid_search,desktop,55+,UK,False
2642,2024-01-11,email,desktop,45-54,DE,False
2643,2024-11-07,paid_search,mobile,25-34,FR,False
2644,2023-04-05,social,desktop,45-54,US,False
2645,2022-09-06,organic,mobile,25-34,US,False
2646,2023-02-16,email,mobile,18-24,NL,False
2647,2022-10-12,organic,desktop,25-34,NL,False
2648,2023-04-30,,,,,
2649,2024-10-08,email,desktop,18-24,DE,False
2650,2022-02-23,social,desktop,45-54,US,False
2651,2024-01-10,organic,mobile,25-34,DE,True
2652,2024-01-26,paid_search,desktop,35-44,DE,False
2653,2024-08-15,organic,mobile,18-24,US,False
2654,99-99-9999,paid_search,mobile,25-34,NL,False
2655,2022-06-26,organic,mobile,55+,FR,False
2656,2022-05-15,referral,mobile,35-44,US,True
2657,2023-09-26,social,mobile,55+,UK,False
2658,2024-03-26,paid_search,mobile,55+,DE,True
2659,2024-09-07,paid_search,mobile,25-34,DE,False
2660,2024-12-12,paid_search,mobile,25-34,DE,False
2661,2024-04-21,social,desktop,45-54,FR,True
2662,2024-04-18,paid_search,mobile,55+,DE,False
2663,2022-06-01,referral,mobile,35-44,FR,True
2664,2022-09-14,paid_search,desktop,45-54,UK,False
2665,2023-10-12,referral,desktop,45-54,DE,True
2666,2022-06-01,email,desktop,25-34,DE,False
2667,2024-07-10,organic,mobile,35-44,UK,False
2668,2024-08-12,referral,desktop,45-54,NL,False
2669,2024-11-25,organic,mobile,35-44,UK,False
2670,2023-12-07,,,,,
2671,2022-09-20,,,,,
2672,2023-01-08,email,desktop,18-24,US,False
2673,2022-09-22,email,mobile,25-34,NL,False
2674,2024-06-05,email,mobile,55+,UK,False
2675,2024-10-26,email,mobile,18-24,UK,False
2676,2022-04-24,paid_search,desktop,25-34,US,False
2677,2022-09-12,organic,desktop,25-34,UK,True
2678,2024-11-27,paid_search,mobile,35-44,US,False
2679,2022-11-10,organic,desktop,35-44,DE,False
2680,2023-09-15,social,mobile,25-34,US,True
2681,2022-12-04,paid_search,desktop,25-34,NL,False
2682,2022-11-28,referral,mobile,25-34,UK,False
2683,2023-10-23,social,desktop,35-44,DE,False
2684,2023-04-07,email,mobile,25-34,FR,True
2685,2023-12-10,organic,desktop,55+,DE,True
2686,2024-11-28,email,mobile,35-44,DE,False
2687,2023-08-05,referral,mobile,18-24,DE,False
2688,2022-06-11,paid_search,mobile,45-54,UK,False
2689,2023-05-29,social,mobile,25-34,US,False
2690,2023-02-07,email,mobile,35-44,US,False
2691,2023-07-17,organic,desktop,25-34,UK,False
2692,2022-09-14,paid_search,mobile,35-44,US,False
2693,2023-09-13,paid_search,desktop,45-54,FR,False
2694,2024-12-28,organic,desktop,55+,DE,False
2695,2022-07-11,paid_search,desktop,25-34,FR,True
2696,2024-10-26,organic,desktop,25-34,UK,False
2697,2022-12-12,organic,desktop,35-44,UK,False
2698,2022-11-12,organic,mobile,55+,US,False
2699,2022-12-17,referral,desktop,55+,UK,False
2700,2023-11-23,paid_search,mobile,18-24,DE,False
2701,2022-03-26,referral,desktop,18-24,FR,True
2702,2022-02-28,paid_search,desktop,35-44,DE,False
2703,2022-06-16,paid_search,mobile,18-24,DE,False
2704,2022-04-04,paid_search,mobile,25-34,UK,False
2705,2023-06-27,paid_search,mobile,18-24,UK,False
2706,2023-03-08,organic,desktop,35-44,DE,False
2707,2024-05-03,social,tablet,55+,NL,False
2708,2022-03-04,organic,mobile,55+,NL,False
2709,2024-10-16,social,desktop,25-34,UK,False
2710,2023-08-17,social,tablet,35-44,US,False
2711,2023-09-11,organic,mobile,45-54,UK,False
2712,2024-09-16,organic,mobile,18-24,US,False
2713,2023-05-17,email,desktop,35-44,US,False
2714,2024-04-11,paid_search,desktop,25-34,NL,True
2715,2023-09-02,organic,desktop,25-34,NL,False
